text,cluster_id
The worst experience I have got from Amazon on order no.408-8731383-6100325.Amazon is not refunding my money for sending the wrong item to me. The returned item is still reached its destination. Customer care is unable to help me.I will  Never buy anything from Amazon,0
can I not use an Amazon Gift Card on https://t.co/1lL24raIqo? What’s the point of linking the accounts then?,3
"been waiting in all day, and still no sign of my delivery :/",4
if there’s a better deal on a product today and i bought that same product a couple days ago can I still get a price match?,3
"Is 180030009009 the only helpline number for Amazon India?
unable contact for assistance after sales/incorrect refund.
Pl ensure provision made for customers to connect with customer care executive.
Thks",0
"only 9 out of 21 ordered items were delivered today. No way to request a refund. This is not the first time when such thing happened, but this time it is really awful. We are upset and most likely will cancel our membership. I won't recommend the service to anyone.",6
reporting a bug I am getting with my deebot and Alexa skills. Cannot link account https://t.co/f0IDInx71J,10
I don’t think USPS delivers today. It being Veteran’s Day. So what up with delivery confirmation? https://t.co/LZNoXBImX6,4
I have received a defective product from amazon,0
"@AmazonHelp your ""guaranteed delivery dt"" and 2 day shipping is a joke! Pl check attached. I still don't know where my order is at! https://t.co/yfE5GXednT",7
very poor service. Ordered one plus 5 in exchange. Delivery boy refused to take old working phone. Pls return my money.,6
"Fuming at @115830 preordered COD WW2 seven months ago, they can’t deliver today as not enough stock! Never use Amazon again! 😡😡",7
how do I connect my echo dot to my firestick when the firetv option doesn’t come up in the app (yes the app is upto date),10
after ordering something with 2 day shipping I have to wait 5 days!?!?!?!?,4
"been a month since I made my purchase. Still not in stock, still no update. So I'm guessing it will not show up till Christmas.",4
Request you to personally look in this issue ordered # 405-6870644-6019532. 17 days delay still waiting. Please help @115821,1
"Hi everyone,
I have had a lot of messages about Amazon delaying some Signed pre-orders of the DVD.
My team is looking into this further, but this is 100% Amazon’s issue, unfortunately completely out of my control.
I am so sorry.
I will update you when I know more💙",7
Hey @119625 please add @43388 ‘s #Brahmotsavam Telugu Movie to your gallery 👌,5
"Thanks @115830 for leaving my parcel (worth nearly £200) in a ""safe place"". In full view for every Tom, dick or Harry that walks past my house on a daily basis!! #amazonuk #amazon https://t.co/4rZPgEXXVN",7
I've lost my remote for the Fire TV Stick Basic Edition will any remote for the firestick family work or do I need to buy another new stick ?,10
I just bought a New Silk Road stylus and barely works. The top keeps coming off and sometimes it doesn’t even work. I guess you can’t always trust a product that is “Fulfilled by Amazon”. #dissapointed #letdown,0
Part of my order @117093 didn’t turn up. How do i get a refund?,1
"why the hell I need to  pay for delivery when my order qualify free delivery
This how u treat ur loyal customer, hah ! https://t.co/YMzeYxvYqb",2
How is this two day shipping amazon?? @115821 #amazonprimesucks #sounreliable #twodaysmeans7 https://t.co/2atMBKg9vM,7
"A friend has shared their public wishlist and I have ""remembered"" it but it doesn't show in my Friends and Family list. Help!!",5
wtf is this the acceptable way in which you allow delivery of electronic equipment?!?!? 😡😡😡😡😡😡 https://t.co/IVdUq4AeOg,2
"How can my order, made 3 months ago, not ship in time for release today?",4
Amazon prime is the biggest scam bullshit ever. Guaranteed 2 day shipping my ass @115821 https://t.co/t3j1LUM10S,8
refund my money to Amazon pay now... I have to buy something...id is __email__,0
"Amazon you don't help my impulsive spending when you have a 'buy now with 1 click' button. On the plus side I'm doing ok for Christmas, the girls will be chuffed.. my bank account not so much 😜#Christmas #festive #shopping!",3
Can you stop using Intelcom for your Canadian Prime deliveries? They're late and I've received no tracking information.,8
has a “Featured Mustaches” section for November 😂👏😂👏and the selections are LEGIT.,5
what are the chances my package survived after the delivery person decided to give it the @18131 spike? https://t.co/BQRvxU0e3L,2
Diyar @AmazonHelp got 2 texts. My stuff arriving early. This is the number provided tel:9161525747. Do try calling it. HOW DO YOU GUYS MESS UP SO CONSISTENTLY? Part of the job content??,0
Why is your website search results only loading half of the page in Chrome?,5
"I think @115830 @AmazonHelp may want to look into the definition one ""one day delivery"" https://t.co/B9T0Ro7dRq",7
I am having trouble downloading an auto rip of a cd I recently purchased can you help?,5
"and they confirmed that It's a charge not an issue of an authorisation code. I spent 2h on the phone talking to your incompetent assistants, and few extra - emailing them. Would be appreciated if you could help.",6
"I thought Amazon was delivering my package on Monday so i went into the city today. On the train right now and the tracking says delivered to front door. 

I hope my neighbors don’t steal it. On my way home!",7
Hey @115821 @AmazonHelp I was given an Echo Plus as a gift by a family member in another country. I would like to return it but I’m unsure how. Help?,3
What the hell is happening with my book @115821 ? It was in France (where I live) and now it's in the UK ?! I'm so confused right now and honestly pretty annoyed... URGH 😠,1
"Top customer service today from @115830 helping me sort out my Super Mario Odyssey pre-order, changing from physical to digital. Thanks!",1
will you PLEASE add the Mixes next to my tracks for my release #Imaginarium? Currently the EP has six tracks all with no distinction. The mix titles were sent to you by @75725. Thank you!,5
Not expected from you.. Priced at mrp320 but Recieved with mrp275. Look into this. https://t.co/OeKFJKADvH,5
Called @115821 to report my missing package. 72 Hrs for them to investigate! I am so mad I can't see straight. Prime member for years now and this is how I get to end my work week. Well thanks again @115821 for nothing.,1
I purchased a falsely advertised item from amazon. I've returned the product to the seller. 1/2,0
#fraud @AmazonHelp #mail I suggest you to upload theAadhaar card as requested by our specialist team so that they can investigate further and resolve the issue.I'm afraid to say that if you do not upload the Aadhaar card we will not be able to provide any further insight on this,0
"@AmazonHelp I know it's the start of holiday season but as a prime member I feel like you need to stop guaranteeing 2-day shipping b/c when my stuff doesn't get here in two days I feel disappointed 😑 I bought my item on the 24th, it's now expected to arrive the 29th~30th",8
"Hey @115821 love that you ship next day, but 9pm delivery? Like c’mon.",4
why can’t I set my location to Sweden for weather? Was excited about #alexa on my new @118117 one but this is annoying https://t.co/pUX1GjKfrN,10
My package from @115821 came on time but the wrong item was in the box. Can't catch a break,1
"Hi, I've received an email stating that my parcel has been 'handed to a resident' but a card has been posted through my door stating it's in my front porch. Oh and I don't have a front porch - please tell me where it is! I'm not happy! https://t.co/OMoatcIKVn",2
"Expected @115821 pkg&amp;they say deliv. was attempted via AMZL_US but office was closed, yet no car pulled up &amp; office is in fact open til 9pm https://t.co/2hY2lLuxxW",1
"my boyfriend wants to cancel his prime membership and it's come up with a website where he has to enter all his details, is this legit or a scam? primesupportamazon",3
It'll be great if Amazon introduces Prime Video app for Windows 10 Mobile for users in India. 🙂,10
2 out of my 4 recent @115821 orders have been rookie mistakes and/or bad experiences. I ordered a 700pc roll but got a 300pc 😩 #notaddingup https://t.co/mMV1snHaHU,1
why refund not yet given for this order ₹799 see snap https://t.co/6T5Xy1NOdl,6
"Hi, can you confirm when you will be issuing refunds for the cancelled Haye vs Bellew 2 Show?",6
"in having trouble with my accounts, Prime and login who should I write too, how does get it resolved.",8
It would've been better if you cross-check the product before it reaches the consumer. I'm fed up of couriering the package all the way back to you. Got a defective Sony headphones. 😔,6
"So I ordered something from #Amazon 2 weeks ago, only to find eventually that the parcel is ""non livrable"" according to their site. A #LaPoste tracking number was provided. The La Poste site says : ""Votre colis a subi un incident"". #silentscream #France @115821  #notgoodenough",7
"little bit confused to what’s going on with my order, as it’s says you have recieved it on 20th Nov however it’s not been dispatched yet but I can order it again and have it delivered tomorrow? What’s going on??",4
very naughty that an item I paid £240 for wasn't delivered in the Amazon box I had requested! #nochristmassurprisehere,7
"@115830 @89608 @89609 Absolutely shocking packaged services from amazon, ordered this pop for £25 and this is the condition that Amazon had the nerve to send to me. Immediate ask for refund. Be careful when ordering Pops from Amazon. https://t.co/0vKxfpsomW",0
https://t.co/U8lZZKesKb @115830  HI CAN PLEASE LOOK AT THIS LINK AS I WOULD LIKE TO KNOW CAN YOU GET THESES IN SO I CAN ORDER ONE PLEASE @115821.COM HAD SOME BUT SOLD OUT THERE CALLED OUTERNET LIGHTHOUSE SATELLITE RECEIVERS I WOULD BE HONNORED IF YOU COULD TWEET ME BACK THANK U,1
what do you do if you feel a third party seller is not legit?,6
"@115828 Spent an hour on chat getting redirected about my games 20% discount, no one knew the policy,",1
Yet again @AmazonHelp fail to deliver an item in the day as promised with my prime membership. Disappointed as could have bought the item in a store tomorrow anyway 😕,8
"my skyrim for Nintendo switch was supposed to arrive today but now it says ""Delivery date pending"". What's happening",4
"Should I just expect that all items I order will be delivered without unmarked boxes? 
Thanks for ruining a Christmas surprise and leaving this box outside my condo door w/ my info for 20+ neighbors to see. https://t.co/P8x4KvQxVf",2
"Hi, ive bought  £60 worth of amazon gift cards but just noticed the special offer. Will i have to cancel and reorder to get it?",3
i was wondering when my order will be shipped? My Order is # 205-0259599-2733945 hopefully you can help me greetings from the Netherlands,4
"worst experience ever with your chat assistance, and your 1 day shipping",6
I chose 2 day shipping on friday and its monday my shit still isn't shipped yet. Thanks alot @115821,4
clicking on Honor 7 gives this error on amazon @171133 https://t.co/HCkFroJWDM,0
@75015 not happy with @115830. Look how my copy of The Great Cat-Nap came! Completely bent! And it was a present!😢😡 https://t.co/Qt6ff5ax11,9
it really shouldn't take a month and a half to get a pack of soothers. Especially when it was a 2 day shipping deal,4
@AmazonHelp Note that the number provided below is not of Amazon delivery agent. Not sure how to connect with you to the right person. Help! https://t.co/2aA6NX8GdV,0
"Dear @115830 , I pay you for Prime, yet you still won't let me buy 3x products as the order total is under £20? What the actual hell? You offer cheap prices, which can never be obtained as you have to reach a certain price?! Awful.",8
"Well, after years of buying on @115821, I finally had a customer service person that was less than helpful. @AmazonHelp, if you are going to put my things into the hands of the USPS, be sure that they deliver. Because today, they didn't. And I have no way of finding the package.",7
hi Amazon. I haven’t received an order that I placed #407-4807696-5197169. The scheduled delivery date was 25th. I delayed pickup till 27th but still haven’t received it.,7
not happy with ur service regarding my order,6
Amazon selling fake products#Received fake bose speakers # Poor customer service #Instead of replacing #amazon is interested in supporting fraudulent sellers # Amazon selling fake bose Product in India #lets uninstall Amazon from India #@4770 #@115821 #@115850 #@115851 https://t.co/4jNYrsdREu,0
Yet not return of goods done or any contact from your side.. Unhappy with the service,6
are you guys gonna time travel to yesterday to deliver my package on time? I haven’t had any update on what’s going on here https://t.co/SSofcRwmDa,4
"Hey Guys ! i have a quarry reg iphone8+, it's mention that 8k CB in city card. I wanna know even if i don't wanna enroll jio offer will CB still applicable ?@AmazonHelp",3
"It's midnight and an Amazon seller just challenged my claim that they fucked up my order. First of all, I anticipate everything. Second, I saved the packaging. 

Next bet: a paltry partial refund instead of the soup I desire. It's winter and I just want rehydrated soup.",7
Need help to set up amazon seller account @AmazonHelp @115850,0
when a seller removes a product suspiciously I shouldn’t see this page https://t.co/LsHLAruzhj,5
"Not quite ""handed to resident"" @115830 - not even pushed through the letterbox!  No attempt to ring the bell or knock on the door - second or third time that has happened. https://t.co/6IulOkM8Oa",2
Thanks a lot. https://t.co/jv1uFwLAFO,5
"Got an @115833 for my birthday. Keep saying ""please"" to Alexa. Hope that helps me when the machines rise up. Wonder if she'll remember. #Skynet",10
which part of leaving the parcel in a safe place doesn’t your driver understand - now decoding this https://t.co/qARXanunZ2,2
"Your downloaded videos are getting saved on SD card, yet your app is taking 10GB space on my phone memory. Why?!?!
#Amazon #AmazonPrime  #AmazonPrimeVideo",10
hello next delivery to locker at Morrison's promised but no.notificiation yet. Only 1h17m left. Will it be delivered?,4
"can someone contact me regarding your recent £3.99 delivery fee on prime now. 
I’ve placed 144 orders, but I’ll be placing no more",8
Honestly let down with @AmazonHelp  and ther services that they poorly provided me.,0
@115830  You know the Sims 4 Xbox One game if I preorder from you will I get the free patio stuff with it?,1
"excuse no. 1 for not delivering products: the products got damaged. If anyone facing the same issue, Amazon is bluffing. After being on call for an hour and a half we were told that the value of the products were very less. #shameonamazon",0
"@115821 @AmazonHelp This is my 3rd order through #Amazon #Prime that has taken longer than 2 days! WTF? If you can't get it here in 2 days, why advertise that? I can get the same crappy service from @9236 @607986 for a cheaper annual membership.",8
The one time I really needed two day shipping @115821 let me down😰😭,1
"My order is 408-3472755-6277934 (Amazon) was not delivered saying I have cancelled the item. Am I fool ?? It was a great deal for me, so there is no reason to cancel it. It is now being returned.Therefore please resend the product.",7
The delivery time for @116090 Prime is a joke. Order placed on 15th. Their ‘two day delivery’ service will bring me my order on 20th... 🤔😡 https://t.co/ouINq6QuKD,8
Hey @116090 I ordered something with Prime that was guaranteed to be here by today and it’s not 😞 I needed this order for tomorrow too.,8
Been on phone  w/ @115821 for 20 minutes bout something that shdve taken 2 minutes &amp; still on hold. U would think they'd be better than this,1
Oh wow it would be pretty great if @115821 didn't screw up my pre-order and have their support team literally do nothing for me.,1
Just cracked da iPhone X :(,10
can you please explain the first screenshot when my Samsung TV app tells me this is how to contact you with feedback? Second screenshot is the feedback. Look forward to your response. https://t.co/IxBoqQwaKZ,5
OMG tienen todas las temporadas de Two and a half men con Charlie Sheen!!!!!!!!!!!!!!!!!!!!!!,5
Who is taking us for a fool? Well you can figure it out. @115821 @122986 @115850 https://t.co/DLGdXwDJoH,1
A request please add Friends or How I Met Your Mother or both 😊☺️✌🏼👍🏼,5
are you aware of any scam emails asking customers to verify accounts?,6
"wow very very poor customer serv, and an amzl logistics is a joke!!!",6
bitterly disappointed with the lack of care by @115830 &amp; their customer service. Not helped by the patronising sign off https://t.co/wctLKtbvYy,1
Yet again Amazon delivery woes as my package was left dumped in the damp grass next to my front… https://t.co/VdRyJa5vfu,7
"I'm not sure who is the problem, @103620 or @115823 it seemed to process a order without confirming the payment. Now I've been charged for 2 orders.",1
I contacted support asking about a missing shipment. Your agent refunded my order without my permission and now refuses to replace the order at sale price because it was refunded.,6
how can I see when my prime account is due for renewal?,8
"how do you trace a parcel which is presenting as ""delivered"" yet it hasn't been delivered to me.",2
"Cheers @115830 you had me worried but you came through in the end. Good job 👍
Excited 😎 @293500 @498309 @297820 https://t.co/Qg51kpPnre",1
why do I pay for prime if my packages aren't here in 2 days?? I've had one order lost and another order was ordered on 10/31 and showed up yesterday,8
Repeated selling of damaged goods by Bagaria Enterprises on Amazon. Asked for refund. Useless seller. Process the refund. https://t.co/3lzVw2Ypae,0
is there a specific carrier who will be delivering my parcel from Amazon? I used the One-day prime delivery service,7
"I get daily notifications from your app of a deal on an item in my wishlist that I bought years ago, and it's no longer on my wishlist. How do I stop this?",10
"Hey @117634, disconnected myself from my Kindle and now I get this error message when I'm trying to reconnect? Tried what it has suggested but still nothing... any ideas? 🤷 https://t.co/wgi0GSJ3Jc",10
hello I just a letter from you guys about a gift card it has a number to dial. Want to know if this true or not.,3
hi there. I'm trying to return a parcel via my local amazon locker but no lockers are showing up in the search for some reason. Is there a problem or can you not return via a locker,7
"Hey, my amazon gift code not working ! i got these codes from yippie noodles ! Help !",0
